,Alternative SF Returns (Dynamic SF Supply,SPY,Aggregate Bonds,Bitcoin,Ethereum,Commodities,Gold
24/08/2020,0.00001823,0.00349,-0.00211,-0.03713,-0.06313,0.00819,0.00121
25/08/2020,0.00012559,0.00998,-0.00017,0.01174,0.00673,0.00222,0.01174
26/08/2020,0.00002847,0.00218,-0.00347,-0.01211,-0.00800,-0.00371,-0.01163
27/08/2020,0.00000284,0.00644,0.00136,0.01816,0.03254,0.00666,0.01723
28/08/2020,0.00000020,-0.00363,0.00220,-0.00487,0.00845,-0.00074,0.00238
29/08/2020,0.00000435,0.00000,0.00000,0.02041,0.07294,0.00000,0.00000
30/08/2020,0.00000253,0.00000,0.00000,-0.00487,0.01184,0.00000,0.00000
31/08/2020,0.00003439,0.00937,0.00042,0.02277,0.09243,0.00148,0.00119
01/09/2020,0.00003849,0.01436,0.00202,-0.04523,-0.07920,-0.01336,-0.01322
02/09/2020,0.00057216,-0.03502,0.00025,-0.11343,-0.14003,-0.00901,-0.00814
03/09/2020,0.00139983,-0.00820,-0.00498,0.02845,0.01023,-0.00909,0.00276
04/09/2020,0.00021526,-0.02770,0.00110,-0.02935,-0.14213,-0.02465,-0.00193
05/09/2020,0.00171520,0.00000,0.00000,0.00874,0.05077,0.00000,0.00000
06/09/2020,0.00007587,0.00000,0.00000,0.01154,0.00278,0.00000,0.00000
07/09/2020,0.00004013,0.00000,0.00000,-0.02438,-0.04663,0.00000,0.00000
08/09/2020,0.00000082,0.01955,-0.00008,0.00985,0.03938,0.00932,0.00966
09/09/2020,0.00000429,-0.01752,0.00008,0.01180,0.04747,-0.01010,-0.00323
10/09/2020,0.00000425,0.00051,0.00118,0.00476,0.01604,0.00700,-0.00005
11/09/2020,0.00003471,0.01309,0.00008,0.00480,0.03621,0.00077,0.00786
12/09/2020,0.00000049,0.00000,0.00000,-0.01097,-0.05729,0.00000,0.00000
13/09/2020,0.00000903,0.00000,0.00000,0.03294,0.02978,0.00000,0.00000
14/09/2020,0.00001662,0.00504,0.00008,0.01008,-0.03571,0.00541,-0.00240
15/09/2020,0.00001681,-0.00398,-0.00051,0.01514,0.00236,0.01832,0.00283
16/09/2020,0.00002213,-0.00883,0.00025,-0.00057,0.06525,0.01128,-0.00551
17/09/2020,0.00000950,-0.01557,-0.00118,-0.00070,-0.01433,0.00448,0.00131
18/09/2020,0.00004338,-0.01119,0.00017,0.01325,0.00351,-0.02488,-0.02029
19/09/2020,0.00000322,0.00000,0.00000,-0.01473,-0.03817,0.00000,0.00000
20/09/2020,0.00003086,0.00000,0.00000,-0.04709,-0.08630,0.00000,0.00000
21/09/2020,0.00031318,0.01013,0.00076,0.01086,0.01190,-0.00459,-0.00486
22/09/2020,0.00000451,-0.02346,-0.00211,-0.02870,-0.07358,-0.01157,-0.02184
23/09/2020,0.00011779,0.00266,0.00008,0.04834,0.08759,0.00464,0.00371
24/09/2020,0.00000895,0.01604,0.00034,-0.00461,0.00824,0.00000,-0.00285
25/09/2020,0.00000372,0.01647,0.00085,0.00376,0.00577,0.00846,0.01001
26/09/2020,0.00000544,0.00000,0.00000,0.00426,0.00980,0.00000,0.00000
27/09/2020,0.00001961,-0.00546,0.00017,0.00591,0.00625,-0.01155,0.00840
29/09/2020,0.00003311,0.00755,-0.00161,-0.00573,0.00001,0.01155,-0.00602
30/09/2020,0.00001744,0.00640,-0.00034,-0.01488,-0.01890,-0.01233,0.00888
01/10/2020,0.00001781,-0.00954,-0.00102,-0.00437,-0.02066,-0.01248,-0.00090
02/10/2020,0.00005527,0.01758,-0.00323,-0.00216,0.00124,0.02557,0.00486
03/10/2020,0.00001101,0.00000,0.00000,0.01154,0.01785,0.00000,0.00000
04/10/2020,0.00015242,0.00000,0.00000,0.01115,0.00327,0.00000,0.00000
05/10/2020,0.00000045,-0.01432,0.00085,-0.01775,-0.03724,0.00382,-0.01183
06/10/2020,0.00002783,0.01726,-0.00068,0.00638,0.00311,0.00380,-0.00045
07/10/2020,0.00023857,0.00882,0.00128,0.02388,0.02639,0.00982,0.00355
08/10/2020,0.00006982,0.00889,0.00025,0.01178,0.03985,0.00300,0.01800
09/10/2020,0.00014415,0.01596,0.00195,0.02170,0.01560,-0.01055,-0.00288
10/10/2020,0.00002063,0.00000,0.00000,0.00648,0.00919,0.00000,0.00000
11/10/2020,0.00000028,0.00000,0.00000,0.01416,0.03249,0.00000,0.00000
12/10/2020,0.00000193,-0.00655,0.00025,-0.00943,-0.01410,0.00227,-0.01585
13/10/2020,0.00000651,-0.00630,0.00059,-0.00007,-0.00611,0.00678,0.00309
14/10/2020,0.00000006,-0.00124,-0.00085,0.00680,-0.00354,0.00300,0.00364
15/10/2020,0.00000395,-0.00060,-0.00051,-0.01582,-0.03243,-0.00676,-0.00347
16/10/2020,0.00000289,-0.01532,-0.00119,0.00374,0.00820,0.00075,0.00050
17/10/2020,0.00009482,0.00000,0.00000,0.01264,0.02606,0.00000,0.00000
18/10/2020,0.00000395,0.00000,0.00000,0.02111,0.00285,0.00000,0.00000
19/10/2020,0.00000571,0.00400,-0.00085,0.01387,-0.02825,0.01123,0.00481
20/10/2020,0.00003703,-0.00189,-0.00119,0.07190,0.05887,-0.00822,0.00750
21/10/2020,0.00000353,0.00547,-0.00179,0.01346,0.05743,0.00300,-0.00985
22/10/2020,0.00000173,0.00339,0.00145,-0.00347,-0.01154,-0.00751,-0.00106
23/10/2020,0.00000528,-0.01865,0.00136,0.01434,0.00704,-0.01443,-0.00050
24/10/2020,0.00000005,0.00000,0.00000,-0.00660,-0.01545,0.00000,0.00000
25/10/2020,0.00000021,0.00000,0.00000,0.00230,-0.03241,0.00000,0.00000
26/10/2020,0.00004016,-0.00345,0.00229,0.04312,0.02580,0.00686,0.00263
27/10/2020,0.00000122,-0.03478,-0.00144,-0.02712,-0.03771,-0.02696,-0.01628
28/10/2020,0.00022662,0.01011,-0.00179,0.01308,-0.00352,-0.01257,-0.00415
29/10/2020,0.00007656,-0.01048,-0.00273,0.00831,-0.01127,0.00000,0.00455
30/10/2020,0.00014977,0.01115,0.00017,0.01686,0.00987,0.01802,0.00966
31/10/2020,0.00000097,0.00000,0.00000,-0.00256,0.02580,0.00000,0.00000
01/11/2020,0.00000011,0.00000,0.00000,-0.01442,-0.03406,0.00000,0.00000
02/11/2020,0.00001169,0.01750,-0.00043,0.03300,0.01181,0.00619,0.00566
03/11/2020,0.00003368,0.02210,0.00663,0.00979,0.03699,0.01074,-0.00056
04/11/2020,0.00002909,0.01932,0.00093,0.09611,0.03384,0.00457,0.02272
05/11/2020,0.00022156,-0.00023,-0.00220,-0.00026,0.09061,-0.00381,0.00142
06/11/2020,0.00005325,0.01249,-0.00468,-0.04944,-0.04586,0.01213,-0.04528
07/11/2020,0.00071805,0.00000,0.00000,0.04302,0.04272,0.00000,0.00000
08/11/2020,0.00000041,0.00000,0.00000,-0.01028,-0.02282,0.00000,0.00000
09/11/2020,0.00002406,-0.00147,-0.00162,-0.00106,0.01450,0.01940,0.00331
10/11/2020,0.00001898,0.00740,0.00060,0.02546,0.02826,-0.00074,-0.00434
11/11/2020,0.00002424,-0.00975,0.00417,0.00000,0.00000,-0.00817,0.00604
12/11/2020,0.00000440,0.01375,0.00017,0.00000,0.00000,-0.00448,0.00680
13/11/2020,0.00010551,0.01241,-0.00009,-0.01530,-0.03319,0.00895,-0.00006
14/11/2020,0.00009010,0.00000,0.00000,-0.00892,-0.02992,0.00000,0.00000
15/11/2020,0.00010044,0.00000,0.00000,0.04738,0.02871,0.00000,0.00000
16/11/2020,0.00000003,-0.00539,0.00204,0.05604,0.04646,0.00297,-0.00368
17/11/2020,0.00001375,-0.01211,0.00068,0.00639,-0.00778,0.00148,-0.00574
18/11/2020,0.00000644,0.00420,0.00186,0.00157,-0.01524,0.00000,-0.00188
19/11/2020,0.00011803,-0.00687,0.00101,0.04693,0.07905,0.00516,0.00302
20/11/2020,0.00000242,0.00598,-0.00025,0.00151,0.07824,0.00294,-0.01989
21/11/2020,0.00000579,0.00000,0.00000,-0.01452,0.01586,0.00000,0.00000
22/11/2020,0.00001603,0.00000,0.00000,-0.00287,0.08231,0.00000,0.00000
23/11/2020,0.00000189,0.01599,-0.00135,0.04111,-0.00667,0.02104,-0.01545
24/11/2020,0.00008148,-0.00154,-0.00034,-0.02231,-0.05936,0.00858,-0.00047
25/11/2020,0.00007059,0.00278,0.00169,-0.08691,-0.09201,-0.00214,-0.01020
26/11/2020,0.01711658,0.00000,0.00000,-0.00148,-0.00281,0.00000,0.00000
27/11/2020,0.00001549,-0.00444,0.00135,0.03408,0.03742,-0.00572,-0.00670
28/11/2020,0.00000043,0.00000,0.00000,0.02535,0.06795,0.00000,0.00000
29/11/2020,0.00000092,0.00000,0.00000,0.07998,0.06832,0.00000,0.00000
30/11/2020,0.00001608,0.01088,-0.00491,-0.04777,-0.05080,-0.00287,0.02084
01/12/2020,0.00004397,0.00210,-0.00110,0.02343,0.02096,0.00431,0.00749
02/12/2020,0.00000037,-0.00027,0.00170,0.01110,0.02998,0.00143,0.00784
03/12/2020,0.00000749,0.00858,-0.00272,-0.04126,-0.08275,0.00428,-0.00284
04/12/2020,0.00001641,-0.00206,0.00153,0.02632,0.05020,0.00000,0.01480
05/12/2020,0.00000174,0.00000,0.00000,0.01163,0.00893,0.00000,0.00000
06/12/2020,0.00000012,0.00000,0.00000,-0.01059,-0.01866,0.00000,0.00000
07/12/2020,0.00000236,0.00292,0.00008,-0.04561,-0.06321,0.00142,0.00348
08/12/2020,0.00001222,-0.00901,-0.00144,0.01228,0.03310,0.00071,-0.01724
09/12/2020,0.00005991,-0.00033,0.00246,-0.01629,-0.02679,0.01482,-0.00191
10/12/2020,0.00000010,-0.00117,0.00110,-0.01240,-0.02651,-0.00281,0.00186
11/12/2020,0.00001448,-0.00449,-0.00059,0.04277,0.04371,0.00281,-0.00552
12/12/2020,0.00000282,0.00000,0.00000,0.01872,0.03850,0.00000,0.00000
13/12/2020,0.00000010,0.00000,0.00000,0.00565,-0.00727,0.00000,0.00000
14/12/2020,0.00000200,0.01343,0.00059,0.00831,0.00474,0.00767,0.01389
15/12/2020,0.00000292,0.00157,-0.00042,0.09417,0.07920,0.00554,0.00550
16/12/2020,0.00000026,0.00558,-0.00110,0.06688,0.00956,0.01168,0.01047
17/12/2020,0.00002038,-0.00825,-0.00051,0.01329,0.01619,0.00341,-0.00170
18/12/2020,0.00000256,-0.00358,0.00000,0.03000,0.00656,-0.01026,-0.00318
19/12/2020,0.00005842,0.00000,0.00000,-0.01561,-0.03176,0.00000,0.00000
20/12/2020,0.00000225,0.00000,0.00000,-0.03305,-0.04854,0.00000,0.00000
21/12/2020,0.00003953,-0.00169,0.00144,0.04784,0.04637,-0.01107,-0.00793
22/12/2020,0.00003561,0.00090,-0.00068,-0.02501,-0.08422,0.01244,0.00663
23/12/2020,0.00036554,0.00388,0.00093,0.02066,0.04501,0.00274,0.00398
24/12/2020,0.00003692,0.00855,0.00017,0.04066,0.02368,-0.00618,-0.00364
25/12/2020,0.00000011,0.00000,0.00000,0.06828,0.01480,0.00000,0.00000
26/12/2020,0.00000498,0.00000,0.00000,-0.00797,0.07064,0.00000,0.00000
27/12/2020,0.00002549,0.00000,0.00000,0.02990,0.06615,0.00000,0.00000
28/12/2020,0.00000522,-0.00191,0.00017,0.01192,0.00366,0.00275,0.00364
29/12/2020,0.00000115,0.00143,0.00059,0.05407,0.02740,0.00617,0.00763
30/12/2020,0.00001106,0.00507,0.00076,0.00219,-0.02099,0.00409,0.00371
31/12/2020,0.00000158,-0.01371,-0.00127,0.01546,-0.00815,-0.00546,0.02201
01/01/2021,0.00000166,0.00000,0.00000,0.09064,0.05856,0.00000,0.00000
02/01/2021,0.00001918,0.00000,0.00000,0.02491,0.23215,0.00000,0.00000
03/01/2021,0.00004049,0.00000,0.00000,-0.02993,0.06363,0.00000,0.00000
04/01/2021,0.00026358,0.00686,-0.00102,0.05990,0.05616,0.02766,0.00296
05/01/2021,0.00007765,0.00596,-0.00493,0.07949,0.09184,0.00133,-0.01637
06/01/2021,0.00000744,0.01475,-0.00102,0.06959,0.01454,0.00464,-0.00234
07/01/2021,0.00009419,0.00568,-0.00120,0.02939,-0.00581,0.00791,-0.03481
08/01/2021,0.00017812,-0.00676,-0.00162,-0.01021,0.05006,-0.00724,-0.00196
09/01/2021,0.00010927,0.00000,0.00000,-0.05144,-0.01884,0.00000,0.00000
10/01/2021,0.00063123,0.00000,0.00000,-0.07417,-0.14358,0.00000,0.00000
11/01/2021,0.00188774,0.00021,0.00086,-0.04112,-0.03722,0.01899,0.00645
12/01/2021,0.00005599,0.00269,0.00316,0.09342,0.07599,-0.00260,-0.00432
13/01/2021,0.00002739,-0.00351,-0.00196,0.04618,0.07759,0.00906,-0.00052
14/01/2021,0.00000085,-0.00732,0.00102,-0.06142,-0.04312,-0.01428,-0.01249
15/01/2021,0.00015729,0.00782,0.00136,-0.02192,0.04722,0.00326,0.00844
16/01/2021,0.00038404,0.00000,0.00000,-0.00548,0.00347,0.00000,0.00000
17/01/2021,0.00008001,0.00000,0.00000,0.02211,0.02087,0.00000,0.00000
18/01/2021,0.00031429,0.00000,0.00000,-0.01800,0.08649,0.00000,0.00000
19/01/2021,0.00000311,0.01374,0.00009,-0.01318,0.00460,0.00065,0.01615
20/01/2021,0.00003185,0.00091,-0.00145,-0.14096,-0.21133,-0.00065,-0.00063
21/01/2021,0.00085711,-0.00355,0.00000,0.06820,0.10168,-0.01708,-0.00790
22/01/2021,0.00047693,0.00394,0.00256,-0.02825,-0.00241,0.01055,0.00086
23/01/2021,0.00034018,0.00000,0.00000,0.00528,0.12226,0.00000,0.00000
24/01/2021,0.00000515,0.00000,0.00000,-0.00034,-0.05437,0.00000,0.00000
25/01/2021,0.00017077,-0.00156,-0.00034,0.00796,0.03363,0.00197,-0.00247
26/01/2021,0.00001742,-0.02474,0.00009,-0.06656,-0.08697,-0.00262,-0.00636
27/01/2021,0.00004308,0.00856,-0.00068,0.09379,0.06404,-0.00460,0.00093
28/01/2021,0.00000070,-0.02022,-0.00111,0.02531,0.03339,0.00132,-0.00041
29/01/2021,0.00001341,0.01651,-0.00068,0.00094,-0.00155,0.01891,0.00934
30/01/2021,0.00012554,0.00000,0.00000,-0.03481,-0.04582,0.00000,0.00000
31/01/2021,0.00000248,0.00000,0.00000,0.01255,0.04440,0.00000,0.00000
01/02/2021,0.00006939,0.01404,-0.00154,0.05679,0.09604,0.00772,-0.01224
02/02/2021,0.00003512,0.00079,-0.00120,0.05924,0.09658,0.00703,-0.00151
03/02/2021,0.00000870,0.01130,-0.00043,-0.01847,-0.04178,0.00508,-0.02177
04/02/2021,0.00006455,0.00393,-0.00128,0.03462,0.07397,0.00505,0.00982
05/02/2021,0.00000616,0.00720,0.00103,0.02523,-0.02523,0.01563,0.01002
06/02/2021,0.00000162,0.00000,0.00000,-0.01063,-0.03965,0.00000,0.00000
07/02/2021,0.00004041,0.00000,0.00000,0.17851,0.08268,0.00000,0.00000
08/02/2021,0.00003496,-0.00067,0.00043,0.00221,0.01162,0.00372,0.00326
09/02/2021,0.00000925,-0.00044,0.00094,-0.03717,-0.01693,-0.00186,0.00365
10/02/2021,0.00002892,0.00161,-0.00120,0.06794,0.02474,-0.00186,-0.00872
11/02/2021,0.00001298,0.00493,-0.00231,-0.01243,0.03203,0.01233,-0.00304
12/02/2021,0.00001078,-0.00087,-0.00473,-0.00475,-0.01503,0.01339,-0.01446
13/02/2021,0.00001917,0.00000,0.00000,0.03116,-0.00747,0.00000,0.00000
14/02/2021,0.00027851,0.00000,0.00000,-0.01529,-0.01393,0.00000,0.00000
15/02/2021,0.00051093,0.00000,0.00000,0.02533,0.00193,0.00000,0.00000
16/02/2021,0.00000435,0.00023,0.00198,0.05851,0.03724,0.00302,-0.01142
17/02/2021,0.00000195,-0.00427,-0.00052,-0.00987,0.04606,-0.00362,-0.00006
18/02/2021,0.00000937,-0.00177,-0.00310,0.08006,0.01136,-0.00061,0.00414
19/02/2021,0.00083840,-0.00772,-0.00311,0.00056,-0.02211,0.02215,0.01486
20/02/2021,0.00025079,0.00000,0.00000,0.02658,0.00931,0.00000,0.00000
21/02/2021,0.00000029,0.00000,0.00000,-0.05990,-0.08374,0.00000,0.00000
22/02/2021,0.00174487,0.00121,0.00026,-0.10124,-0.12150,0.00473,-0.00230
23/02/2021,0.00838135,0.01096,-0.00035,0.01632,0.03291,0.01520,-0.00071
24/02/2021,0.00000597,-0.02439,-0.00922,-0.05486,-0.09809,-0.00816,-0.01900
25/02/2021,0.00004991,-0.00517,0.00810,-0.01546,-0.02133,-0.02129,-0.02448
26/02/2021,0.00017906,0.02395,-0.00217,-0.00358,0.01082,-0.00840,-0.00173
27/02/2021,0.00003592,0.00000,0.00000,-0.02092,-0.02863,0.00000,0.00000
28/02/2021,0.00066632,0.00000,0.00000,0.09307,0.10164,0.00000,0.00000
01/03/2021,0.00001004,-0.00783,0.00017,-0.02346,-0.04980,0.00421,0.00543
02/03/2021,0.00000859,-0.01333,-0.00366,0.03979,0.05125,0.00598,-0.01108
03/03/2021,0.00001955,-0.01245,-0.00288,-0.04194,-0.02240,0.01539,-0.00989
04/03/2021,0.00002386,0.01823,-0.00070,0.00842,-0.00584,0.02036,0.00063
05/03/2021,0.00003709,-0.00499,-0.00395,0.00240,0.07775,-0.01391,-0.01042
06/03/2021,0.00000022,0.00000,0.00000,0.04157,0.03937,0.00000,0.00000
07/03/2021,0.00008676,0.00000,0.00000,0.02632,0.06419,0.00000,0.00000
08/03/2021,0.00015479,0.01418,0.00377,0.04816,0.01998,0.00000,0.02105
09/03/2021,0.00000347,0.00621,0.00166,0.01810,-0.04055,0.00640,0.00509
10/03/2021,0.00002149,0.01009,-0.00009,0.03331,0.01677,0.01497,-0.00087
11/03/2021,0.00004029,0.00135,-0.00570,-0.00983,-0.03284,-0.00458,-0.00019
12/03/2021,0.00003820,0.00595,0.00105,0.06693,0.08381,-0.00345,0.00439
13/03/2021,0.00001877,0.00000,0.00000,-0.03622,-0.03833,0.00000,0.00000
14/03/2021,0.00000879,0.00000,0.00000,-0.05945,-0.03417,0.00000,0.00000
15/03/2021,0.00016063,-0.00126,-0.00035,0.02304,0.01082,-0.00404,0.00092
16/03/2021,0.00002679,0.00340,-0.00009,0.03444,0.00985,0.00000,0.00712
17/03/2021,0.00000621,-0.01466,-0.00387,-0.02146,-0.02673,-0.04859,-0.00583
18/03/2021,0.00000444,-0.00512,0.00079,0.00754,0.01827,0.02162,0.00417
19/03/2021,0.00000633,0.00795,0.00194,-0.00003,-0.00243,-0.00178,-0.00147
20/03/2021,0.00000378,0.00000,0.00000,-0.01255,-0.01213,0.00000,0.00000
21/03/2021,0.00000274,0.00000,0.00000,-0.05778,-0.05856,0.00000,0.00000
22/03/2021,0.00017413,-0.00790,0.00255,0.00498,-0.00703,-0.02837,-0.00733
23/03/2021,0.00002446,-0.00510,0.00123,-0.03883,-0.05547,0.02599,0.00345
24/03/2021,0.00013591,0.00561,-0.00053,-0.01915,0.00386,-0.02293,-0.00364
25/03/2021,0.00007953,0.01599,-0.00167,0.06956,0.06965,0.02353,0.00284
26/03/2021,0.00010831,-0.00051,-0.00167,0.01495,0.00814,0.00119,-0.01197
27/03/2021,0.00001739,0.00000,0.00000,-0.00173,-0.01648,0.00000,0.00000
28/03/2021,0.00000046,0.00000,0.00000,0.03242,0.07398,0.00000,0.00000
29/03/2021,0.00005006,-0.00266,0.00079,0.02019,0.01517,-0.01621,-0.01724
30/03/2021,0.00000033,0.00405,0.00018,0.00014,0.03908,0.00543,0.01505
31/03/2021,0.00000013,0.02499,-0.00018,0.00327,0.10741,0.00180,0.01218
02/04/2021,0.00000165,0.00000,0.00000,-0.03301,-0.05967,0.00000,0.00000
03/04/2021,0.00000281,0.00000,0.00000,0.01990,0.03265,0.00000,0.00000
04/04/2021,0.00000314,0.00000,0.00000,0.01461,0.01483,0.00000,0.00000
05/04/2021,0.00000009,-0.00059,0.00351,-0.01827,0.00226,0.00360,0.00800
06/04/2021,0.00000154,0.00116,-0.00158,-0.03673,-0.07207,0.00299,-0.00282
07/04/2021,0.00026997,0.00474,0.00245,0.03772,0.05645,0.00536,0.01069
08/04/2021,0.00001493,0.00724,-0.00114,0.00055,-0.00630,-0.00357,-0.00757
09/04/2021,0.00000363,0.00036,-0.00026,0.02856,0.03209,0.00060,-0.00608
10/04/2021,0.00000679,0.00000,0.00000,0.00319,0.00692,0.00000,0.00000
11/04/2021,0.00000041,0.00000,0.00000,-0.00190,-0.00487,0.00000,0.00000
12/04/2021,0.00001584,0.00296,0.00289,0.05973,0.07258,0.01066,0.00706
13/04/2021,0.00000070,-0.00342,-0.00079,-0.00869,0.05601,0.02272,-0.00435
14/04/2021,0.00007363,0.01069,0.00393,0.00434,0.03478,0.00632,0.01603
15/04/2021,0.00000653,0.00334,-0.00262,-0.02983,-0.03830,-0.00172,0.00603
16/04/2021,0.00000655,-0.00493,-0.00079,-0.02224,-0.04406,0.00115,-0.00277
17/04/2021,0.00000032,0.00000,0.00000,-0.06551,-0.03552,0.00000,0.00000
18/04/2021,0.00166773,0.00000,0.00000,-0.01001,-0.03384,0.00000,0.00000
19/04/2021,0.00000368,-0.00735,0.00157,0.01420,0.07470,-0.00172,0.00355
20/04/2021,0.00001380,0.00942,0.00096,-0.04827,0.01196,-0.00402,0.00986
21/04/2021,0.00000080,-0.00918,0.00026,-0.03875,0.01915,0.00803,-0.00650
22/04/2021,0.00015561,0.01078,-0.00017,-0.01262,-0.01623,0.00797,-0.00384
23/04/2021,0.00081056,0.00209,-0.00087,-0.02020,-0.06491,0.00678,0.00264
24/04/2021,0.00000382,0.00000,0.00000,-0.02077,0.04426,0.00000,0.00000
25/04/2021,0.00002616,0.00000,0.00000,0.09637,0.08887,0.00000,0.00000
26/04/2021,0.00000113,-0.00022,-0.00245,0.01860,0.04981,0.00841,-0.00252
27/04/2021,0.00000296,-0.00029,0.00052,-0.00356,0.03101,0.00167,0.00294
28/04/2021,0.00083046,0.00635,-0.00052,-0.02374,0.00409,0.00667,-0.00414
29/04/2021,0.00001603,-0.00659,0.00105,0.07543,0.00514,-0.00834,-0.00337
30/04/2021,0.00000054,0.00215,-0.00087,0.00112,0.06104,0.01111,0.01289
01/05/2021,0.00004624,0.00000,0.00000,-0.02127,0.00191,0.00000,0.00000
02/05/2021,0.00000160,0.00000,0.00000,0.00972,0.14982,0.00000,0.00000
03/05/2021,0.00009677,-0.00619,0.00122,-0.07091,-0.05615,0.01534,-0.00736
04/05/2021,0.00005874,0.00031,0.00079,0.07650,0.08443,0.00380,0.00413
05/05/2021,0.00002060,0.00795,0.00017,-0.01876,-0.01007,0.00486,0.01654
06/05/2021,0.00002266,0.00725,-0.00026,0.01681,-0.00198,0.00966,0.00896
07/05/2021,0.00016235,-0.00995,-0.00157,0.02540,0.11439,-0.00696,0.00303
08/05/2021,0.00003338,0.00000,0.00000,-0.01027,0.00401,0.00000,0.00000
09/05/2021,0.00000637,0.00000,0.00000,-0.04165,0.00616,0.00000,0.00000
10/05/2021,0.00007394,-0.00896,-0.00219,0.01517,0.05410,0.01070,0.00017
11/05/2021,0.00000105,-0.02147,-0.00351,-0.13999,-0.09581,-0.00106,-0.00998
12/05/2021,0.00042886,0.01194,0.00228,0.00788,-0.01698,-0.02808,0.00410
13/05/2021,0.00158628,0.01524,0.00228,0.00366,0.09166,0.00818,0.00907
14/05/2021,0.00000056,-0.00255,-0.00088,-0.06553,-0.11384,0.01242,0.01157
15/05/2021,0.00039139,0.00000,0.00000,-0.00614,-0.01578,0.00000,0.00000
16/05/2021,0.00076444,0.00000,0.00000,-0.06403,-0.08785,0.00000,0.00000
17/05/2021,0.00129776,-0.00865,-0.00123,-0.01521,0.02862,-0.00484,0.00194
18/05/2021,0.00013944,-0.00263,-0.00140,-0.15131,-0.32225,-0.02070,0.00069
19/05/2021,0.01656706,0.01070,0.00342,0.09971,0.12764,-0.01051,0.00456
20/05/2021,0.00197672,-0.00082,0.00044,-0.08717,-0.13418,0.00941,0.00045
21/05/2021,0.00178008,0.01014,0.00096,0.00373,-0.05922,0.01368,0.00176
22/05/2021,0.00006705,0.00000,0.00000,-0.07692,-0.08653,0.00000,0.00000
23/05/2021,0.00625536,0.00000,0.00000,0.11021,0.22966,0.00000,0.00000
24/05/2021,0.00003474,-0.00222,0.00244,-0.00979,0.02238,-0.00327,0.00903
25/05/2021,0.00002004,0.00198,-0.00035,0.02282,0.06419,0.00163,-0.00174
26/05/2021,0.00000505,0.00052,-0.00122,-0.02152,-0.05273,0.01566,0.00039
27/05/2021,0.00000658,0.00179,0.00000,-0.07434,-0.12435,-0.00322,0.00376
28/05/2021,0.00007987,-0.00088,-0.00192,-0.03071,-0.05920,0.01759,-0.00269
29/05/2021,0.00017505,0.00000,0.00000,0.03024,0.04746,0.00000,0.00000
30/05/2021,0.00004675,0.00000,0.00000,0.04537,0.12620,0.00000,0.00000
31/05/2021,0.00011767,0.00000,0.00000,-0.01693,-0.02867,0.00000,0.00000
01/06/2021,0.00002967,0.00157,0.00131,0.02395,0.02816,0.00527,0.00488
02/06/2021,0.00000542,-0.00372,-0.00236,0.04202,0.05257,-0.00844,-0.01977
03/06/2021,0.00000147,0.00910,0.00411,-0.06143,-0.05970,0.01107,0.01073
04/06/2021,0.00000885,-0.00097,-0.00070,-0.03667,-0.02300,0.00157,0.00400
05/06/2021,0.00000211,0.00000,0.00000,0.00775,0.03132,0.00000,0.00000
06/06/2021,0.00000037,0.00000,0.00000,-0.06408,-0.04574,0.00000,0.00000
07/06/2021,0.00000564,0.00021,0.00183,-0.00506,-0.03069,0.00989,-0.00310
08/06/2021,0.00010707,-0.00149,0.00200,0.11133,0.03813,-0.00467,-0.00192
09/06/2021,0.00000094,0.00464,0.00208,-0.01895,-0.05490,0.00364,0.00429
10/06/2021,0.00000076,0.00165,-0.00043,0.01873,-0.04795,-0.00312,-0.01132
11/06/2021,0.00025192,0.00224,-0.00252,-0.05094,0.00582,-0.00574,-0.00588
12/06/2021,0.00001909,0.00000,0.00000,0.09560,0.05725,0.00000,0.00000
13/06/2021,0.00000101,0.00000,0.00000,0.03740,0.02976,0.00000,0.00000
14/06/2021,0.00000923,-0.00184,0.00043,-0.00926,-0.01453,-0.00420,-0.00378
15/06/2021,0.00000355,-0.00560,-0.00322,-0.04609,-0.07263,-0.00580,-0.01704
16/06/2021,0.00000093,-0.00033,0.00314,-0.00728,0.00214,-0.02624,-0.03122
17/06/2021,0.00000144,-0.01685,0.00269,-0.06320,-0.06242,0.01026,-0.00556
18/06/2021,0.00015773,0.01421,-0.00261,-0.00585,-0.02581,0.01228,0.01217
19/06/2021,0.00000088,0.00000,0.00000,0.00262,0.03148,0.00000,0.00000
20/06/2021,0.00017182,0.00000,0.00000,-0.11697,-0.16987,0.00000,0.00000
21/06/2021,0.00033656,0.00533,0.00104,0.02497,-0.00952,0.00159,-0.00420
22/06/2021,0.00106785,-0.00121,-0.00052,0.03548,0.04952,0.00634,-0.00066
23/06/2021,0.00005977,0.00590,0.00035,0.02891,0.00998,0.00368,-0.00060
24/06/2021,0.00000073,0.00355,-0.00200,-0.09218,-0.09311,-0.00420,0.00331
25/06/2021,0.00002219,0.00201,0.00287,0.01933,0.00974,-0.00053,-0.00006
26/06/2021,0.00005140,0.00000,0.00000,0.07341,0.07857,0.00000,0.00000
27/06/2021,0.00000062,0.00000,0.00000,-0.00594,0.05100,0.00000,0.00000
28/06/2021,0.00001222,0.00054,0.00052,0.03952,0.03674,0.00473,-0.01056
29/06/2021,0.00001294,0.00084,0.00069,-0.02316,0.05093,0.00939,0.00484
30/06/2021,0.00000002,0.00552,-0.00191,-0.04327,-0.07314,0.00363,0.00344
